Time,Track 0,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,Track 9,Track 10,Track 11,Track 12,Track 13,Track 14,Track 15,Track 16,Track 17,Track 18,Track 19,Track 20,Track 21,Track 22,Track 23,Track 24,Track 25,Track 26,Track 27,Track 28,Track 29,Track 30,Track 31,Track 32,Track 33,Track 34,Track 35,Track 36,Track 37,Track 38,Track 39,Track 40,Track 41,Track 42,Track 43,Track 44,Track 45,Track 46,Track 47,Track 48,Track 49,Track 50,Track 51,Track 52,Track 53,Track 54,Track 55,Track 56,Track 57,Track 58,Track 59,Track 60,Track 61,Track 62,Track 63,Track 64,Track 65,Track 66,Track 67,Track 68,Track 69,Track 70,Track 71,Track 72,Track 73,Track 74,Track 75,Track 76,Track 77,Track 78,Track 79,Track 80,Track 81,Track 82,Track 83,Track 84,Track 85,Track 86,Track 87,Track 88,Track 89,Track 90,Track 91,Track 92,Track 93,Track 94,Track 95,Track 96,Track 97,Track 98,Track 99,Track 100,Track 101,Track 102,Track 103,Track 104,Track 105,Track 106,Track 107,Track 108,Track 109,Track 110,Track 111,Track 112,Track 113,Track 114,Track 115,Track 116,Track 117,Track 118,Track 119,Track 120,Track 121,Track 122,Track 123,Track 124,Track 125,Track 126,Track 127,Track 128,Track 129,Track 130,Track 131,Track 132,Track 133,Track 134,Track 135,Track 136,Track 137,Track 138,Track 139,Track 140,Track 141,Track 142,Track 143,Track 144,Track 145,Track 146,Track 147,Track 148,Track 149,Track 150,Track 151,Track 152,Track 153,Track 154,Track 155,Track 156,Track 157,Track 158,Track 159,Track 160,Track 161,Track 162,Track 163,Track 164,Track 165,Track 166,Track 167,Track 168,Track 169,Track 170,Track 171,Track 172,Track 173,Track 174,Track 175,Track 176,Track 177,Track 178,Track 179,Track 180,Track 181,Track 182,Track 183,Track 184,Track 185,Track 186,Track 187,Track 188,Track 189,Track 190,Track 191,Track 192,Track 193,Track 194,Track 195,Track 196,Track 197,Track 198,Track 199,Track 200,Track 201,Track 202,Track 203,Track 204,Track 205,Track 206,Track 207,Track 208,Track 209,Track 210,Track 211,Track 212,Track 213,Track 214,Track 215,Track 216,Track 217,Track 218,Track 219,Track 220,Track 221,Track 222,Track 223,Track 224,Track 225,Track 226,Track 227,Track 228,Track 229,Track 230
31,-,47.9,43.653,45.956,43.156,44.599,45.208,45.792,45.33,45.068,45.529,50.063,44.879,48.525,48.048,45.702,48.79,45.04,44.303,49.75,47.672,48.581,49.658,43.992,-,46.999,46.591,45.903,44.395,43.939,-,-,47.441,47.541,-,49.497,45.788,49.186,48.063,-,44.825,46.364,47.874,47.351,51.374,48.591,47.23,53.737,44.36,47.28,48.163,45.067,46.152,-,-,43.526,49.625,44.354,43.951,-,-,44.593,-,-,-,43.139,47.688,49.976,49.521,-,-,29.939,-,-,46.286,-,-,50.068,-,-,-,46.255,43.891,48.326,43.925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,-,47.498,43.425,46.304,43.081,48.69,45.112,45.399,45.458,45.142,45.457,49.486,45.08,48.465,50.458,45.625,48.575,44.915,44.071,52.744,47.774,48.144,49.334,44.009,-,47.13,46.586,45.83,44.308,44.079,-,-,50.016,47.499,-,48.868,45.861,49.32,51.331,-,44.525,46.219,47.853,46.969,51.131,47.857,47.005,53.614,44.187,46.879,47.943,45.326,45.86,-,-,43.405,49.24,44.328,44.092,-,-,44.174,-,-,-,42.944,47.348,48.973,49.546,-,-,29.92,-,-,46.208,-,-,49.533,-,-,-,45.76,-,47.821,43.936,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,-,46.887,43.154,47.013,42.888,49.82,45.061,45.519,45.864,44.961,45.389,48.84,44.814,48.007,52.66,45.594,47.937,45.477,44.139,55.722,47.526,47.726,49.039,43.892,-,47.081,46.503,45.553,44.057,44.037,-,-,51.04,47.324,-,48.112,45.629,49.179,52.824,-,44.53,46.228,56.304,46.664,50.264,48.243,46.993,52.622,44.127,46.375,47.527,45.127,45.617,-,-,43.041,49.024,44.134,43.854,-,-,43.924,-,-,-,42.701,47.323,48.603,49.359,-,-,30.007,-,-,46.134,-,-,48.786,-,-,43.963,45.697,-,47.397,43.793,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,-,46.696,42.937,46.907,42.818,49.573,44.947,45.402,48.534,45.033,45.477,48.475,44.622,47.69,51.599,45.83,47.901,45.642,43.881,58.064,47.346,47.477,49.028,43.979,-,47.158,46.154,45.82,43.995,44.246,-,-,49.753,47.346,-,47.542,45.53,49.101,52.753,-,44.41,47.907,57.636,46.239,49.642,47.984,47.035,52.632,44.14,46.163,47.522,45.052,45.339,-,-,43.222,48.999,43.874,44.466,-,-,44.487,-,-,-,42.415,47.079,48.74,49.135,-,-,29.804,-,-,45.972,-,-,48.682,-,-,43.808,45.65,-,46.83,43.852,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,-,47.502,43.198,46.323,42.598,48.726,44.857,45.43,52.778,44.837,45.251,47.968,44.22,47.502,50.642,45.75,47.749,45.275,43.813,57.051,47.132,47.206,48.505,43.884,-,47.132,46.113,46.686,43.92,44.148,-,-,48.648,47.355,-,46.806,45.403,48.802,52.105,-,44.477,49.506,55.494,46.171,49.005,47.821,48.203,52.195,44.0,46.045,47.222,45.151,45.266,-,-,43.049,48.754,43.944,45.698,-,-,44.581,-,-,-,42.33,46.849,48.103,48.792,-,-,30.061,-,-,46.19,-,-,48.829,-,-,43.774,45.34,-,-,43.623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,-,48.187,43.144,46.092,42.543,47.909,44.805,45.499,52.73,44.964,45.083,47.549,44.019,47.414,49.909,45.87,47.28,45.188,43.746,55.722,46.943,46.883,48.374,43.929,-,46.995,45.961,46.454,43.895,44.264,-,-,47.429,47.208,-,46.503,45.063,49.063,51.3,-,44.549,49.123,53.648,45.924,48.256,47.387,50.351,51.557,43.884,45.857,47.103,45.179,45.218,-,-,43.19,48.331,44.085,47.286,-,-,44.619,-,-,-,41.953,46.825,47.668,48.526,-,-,30.607,-,-,45.945,-,-,48.953,-,-,43.726,-,-,-,43.738,29.762,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,-,49.154,43.35,45.972,42.441,47.116,44.76,45.312,51.927,44.907,44.912,47.232,44.084,47.127,48.842,45.749,47.076,45.075,43.789,54.618,46.778,46.85,48.618,44.08,-,47.056,45.842,46.501,43.806,44.449,-,-,46.849,47.236,46.178,46.123,45.171,48.889,50.649,-,44.427,48.525,52.753,45.899,48.272,46.98,50.728,50.989,43.776,45.481,46.937,45.12,45.312,-,-,43.067,48.364,44.051,48.916,-,-,44.885,-,-,-,41.999,46.487,47.437,48.41,-,-,31.08,-,-,45.945,-,-,48.531,-,-,43.876,-,-,-,43.621,29.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,-,51.081,43.216,45.722,42.41,46.785,44.619,45.499,50.742,44.833,45.001,46.981,43.979,47.107,48.378,45.965,46.745,44.969,-,53.737,46.968,46.466,48.176,44.037,-,47.016,45.68,46.503,44.633,44.66,-,-,46.553,46.984,46.008,45.614,44.876,49.04,49.872,-,44.601,47.923,51.879,45.701,48.328,46.686,50.171,50.367,43.682,45.622,46.685,44.996,45.041,-,-,42.971,47.83,43.84,48.143,-,-,45.043,-,-,-,41.63,46.326,47.206,47.9,-,-,30.563,-,-,45.866,-,-,48.025,-,-,43.874,-,-,-,43.617,29.737,42.506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,-,50.862,43.262,45.625,42.41,46.483,44.587,45.517,49.506,44.777,44.9,46.551,44.075,47.045,47.961,46.61,46.641,44.861,-,52.848,47.441,46.557,48.144,43.869,45.244,46.969,45.798,46.303,44.808,-,-,-,46.363,47.003,46.033,45.434,44.932,49.04,49.645,-,45.19,47.443,51.238,45.785,48.505,46.296,50.311,49.965,43.57,45.545,46.66,44.915,45.003,-,-,42.937,47.674,43.792,47.338,-,-,45.633,-,-,-,41.802,46.195,46.764,47.649,-,-,30.276,-,-,47.121,-,-,47.163,-,-,-,-,-,-,43.521,29.503,42.665,46.455,46.864,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,-,50.685,43.053,45.606,42.06,46.139,44.824,45.729,48.809,44.778,44.947,46.499,44.075,47.127,47.482,47.661,46.356,44.754,-,52.334,47.023,47.829,47.939,43.67,45.198,46.965,45.674,47.36,44.818,-,-,-,46.081,46.94,45.964,45.158,45.368,48.829,49.184,-,45.525,46.921,50.195,45.645,48.239,46.184,49.883,50.733,43.569,45.296,46.754,45.045,44.814,-,-,42.772,47.582,43.718,46.896,-,-,45.622,-,-,-,41.49,46.075,46.685,47.423,-,-,29.967,-,-,46.903,-,-,46.658,-,-,43.682,-,-,-,-,29.347,42.541,49.045,45.295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,-,50.091,43.069,45.555,42.868,45.845,44.685,45.77,48.007,44.817,44.816,46.068,43.892,47.164,47.352,49.77,46.271,44.808,-,51.43,46.713,49.031,47.84,43.642,45.218,47.132,45.617,47.996,46.166,-,-,-,45.936,46.745,45.945,45.142,45.242,48.806,48.798,-,46.876,46.909,49.383,-,47.447,46.128,49.073,50.184,43.502,45.322,46.686,45.124,45.395,-,-,42.972,47.677,43.66,46.29,-,-,45.726,-,-,-,41.385,46.011,47.105,47.179,-,-,30.001,-,-,46.565,-,-,46.601,-,-,43.736,-,-,-,-,-,42.696,49.343,45.163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,-,49.254,42.868,45.567,44.752,45.533,44.94,45.991,47.704,44.893,44.937,45.965,44.0,46.983,46.98,51.704,46.2,44.541,-,51.013,46.701,49.55,47.681,43.513,45.163,46.989,45.538,48.238,46.132,-,-,-,45.684,46.804,45.965,44.838,45.105,48.772,48.332,-,46.167,46.483,49.49,45.677,46.682,45.789,48.462,49.955,43.489,45.31,46.705,44.927,45.527,-,-,42.804,47.753,43.431,45.615,-,-,45.773,-,-,-,41.463,45.911,46.928,46.981,-,-,30.151,-,-,46.286,-,-,46.665,-,-,43.79,-,-,-,-,-,42.865,48.766,44.794,30.363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,-,48.267,42.941,45.533,44.761,45.198,45.1,45.887,47.092,44.877,45.709,45.983,44.359,46.816,46.553,50.49,46.202,44.542,-,50.678,46.533,49.672,47.682,43.637,-,47.315,45.602,48.678,45.64,-,-,-,45.678,46.617,45.921,44.567,44.957,48.71,48.033,-,45.785,46.615,49.628,45.609,46.352,45.637,47.87,49.575,-,45.095,46.545,44.953,45.435,-,-,42.896,48.25,43.327,45.401,-,-,45.66,-,-,-,41.386,45.892,46.714,46.975,-,-,29.83,-,-,45.754,-,-,46.72,-,-,-,-,-,47.031,-,-,43.921,48.324,44.681,30.708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,-,48.012,42.868,45.143,44.187,45.146,44.948,45.76,46.813,44.75,45.551,45.955,44.745,46.845,46.51,49.606,45.8,44.646,-,50.469,46.442,49.266,47.61,43.531,-,46.939,45.599,49.824,45.359,-,-,-,45.734,46.553,45.637,44.446,44.907,48.638,48.039,-,45.734,46.258,49.182,45.987,46.423,45.547,48.36,49.356,43.364,45.15,46.399,45.056,45.175,-,-,42.932,33.49,43.381,45.083,-,-,45.493,-,-,-,41.721,45.916,46.334,46.909,-,-,-,-,-,45.688,-,-,46.549,-,-,-,-,-,47.594,-,-,44.395,47.804,44.704,30.716,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,-,47.676,42.963,45.199,44.159,45.166,45.375,45.912,46.406,44.662,45.633,45.853,44.243,46.85,46.204,49.103,45.825,-,-,49.713,46.366,49.004,47.557,43.833,-,46.943,45.421,49.214,45.14,-,-,-,45.784,46.674,45.746,44.276,44.772,48.664,47.826,-,45.714,46.258,49.024,45.757,46.064,45.443,48.247,48.912,43.282,45.048,46.433,44.925,45.147,-,-,42.999,34.573,43.442,45.26,-,-,45.45,-,-,-,41.852,45.911,46.216,46.853,-,-,-,-,-,45.561,-,-,46.696,-,-,-,-,-,47.192,-,-,44.493,47.314,44.463,30.92,31.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,-,47.426,42.933,44.987,43.689,45.076,45.809,45.722,46.099,44.742,45.644,45.808,43.706,46.697,46.196,48.915,45.79,44.505,-,49.439,46.202,48.17,47.573,43.636,45.143,47.079,45.385,48.538,44.738,-,-,-,46.28,46.527,45.762,44.101,44.633,48.482,47.685,-,45.65,46.551,48.443,46.706,45.566,46.111,47.921,48.764,43.347,45.172,46.268,44.869,44.975,-,-,43.206,35.963,43.566,45.226,-,-,45.288,-,-,-,41.881,45.766,46.103,46.386,-,-,-,-,-,45.529,-,-,46.887,-,-,-,-,-,46.399,-,-,43.937,47.323,45.162,-,30.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,-,47.231,43.055,45.151,43.887,44.792,45.908,45.316,45.883,44.794,45.829,45.694,43.495,46.566,46.385,49.33,46.808,44.451,-,48.876,46.179,47.522,47.678,43.853,45.032,46.754,45.371,47.794,44.21,-,-,-,46.35,46.454,45.733,43.972,44.553,48.374,47.809,-,45.485,46.865,47.903,48.232,45.383,45.836,47.537,48.389,43.547,44.955,46.043,44.908,44.87,-,-,43.017,36.621,43.769,45.473,-,-,45.272,-,-,-,42.248,45.607,46.171,46.183,-,-,-,-,-,45.402,-,-,46.879,-,-,-,-,-,46.138,-,-,43.511,47.081,45.15,-,30.925,42.264,44.218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,-,46.535,43.029,45.155,44.055,44.645,46.041,45.107,45.64,44.636,45.821,45.597,43.359,46.154,46.411,48.733,46.478,-,-,48.757,46.112,47.409,48.067,43.668,45.195,46.84,45.477,47.423,43.932,-,-,-,46.352,46.372,45.589,43.805,44.641,48.142,48.286,-,45.439,45.932,47.49,49.439,45.203,46.144,47.308,48.724,43.491,44.895,45.948,44.704,44.71,-,-,42.824,37.191,43.66,45.804,-,-,45.959,-,-,-,44.238,45.72,46.182,46.174,-,-,-,-,-,45.291,-,-,47.307,-,-,-,-,-,-,-,-,43.216,46.737,45.015,-,30.53,42.28,44.099,42.435,44.147,45.479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,-,46.406,42.912,45.385,43.648,44.688,47.853,44.989,45.218,44.677,45.764,45.638,43.324,45.997,46.172,47.933,46.258,-,-,48.677,45.623,47.17,48.144,44.151,45.182,46.999,45.26,47.041,43.766,-,-,-,45.793,46.304,45.654,43.736,44.334,48.303,48.142,-,45.02,45.459,47.079,49.806,44.924,46.936,47.34,50.284,43.447,45.009,46.151,44.991,44.59,-,-,42.834,37.849,43.662,45.879,-,-,45.732,-,-,-,45.304,45.53,45.968,46.163,-,-,-,-,-,45.36,-,-,47.268,-,-,-,-,-,-,-,-,43.024,46.582,44.694,-,30.394,42.247,44.017,42.339,44.363,47.753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,-,45.774,42.857,46.056,43.446,44.485,50.283,44.836,45.037,44.574,45.712,45.672,43.367,45.989,46.204,47.724,46.199,-,-,48.915,45.692,47.021,48.04,43.94,44.917,47.023,45.386,46.546,43.746,-,-,-,45.753,46.533,46.766,43.817,44.546,48.179,47.818,-,45.071,45.481,46.804,48.988,45.019,47.802,46.972,52.515,43.519,44.81,45.78,44.832,44.391,-,-,43.111,37.071,43.582,45.959,-,-,47.853,-,-,-,44.381,45.461,46.064,46.117,-,-,-,-,-,45.138,-,-,47.514,-,-,43.619,-,-,-,-,-,42.967,46.543,45.3,-,30.356,42.569,-,-,44.123,49.311,43.268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,-,45.912,42.601,47.991,43.208,44.29,51.019,44.813,45.124,44.617,45.792,45.541,44.956,46.167,46.159,47.343,46.071,-,-,48.846,45.694,46.523,47.927,43.881,44.94,46.915,45.299,46.387,43.877,-,-,-,45.602,46.385,46.786,43.518,44.224,48.109,47.595,-,45.267,45.482,46.793,48.433,45.028,48.554,46.826,52.393,43.13,44.888,45.997,44.822,44.147,-,-,43.016,36.542,43.211,45.31,-,-,48.37,-,-,-,43.899,45.278,46.154,45.912,-,-,-,-,-,44.889,-,-,47.562,-,-,43.619,-,-,-,-,-,42.69,45.987,44.977,-,30.467,42.613,-,-,-,48.746,43.765,43.363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
